Timestamp,Region,Load_kW,Peak_Demand_kW,Energy_Consumed_kWh,Voltage,Current,Power_Factor,Load_Factor
2025-01-08 06:00:00,Balochistan,9439.88,0.0,9439.88,234.23,40.3,0.889,0.608
2025-01-08 06:15:00,Balochistan,9924.5,0.0,9924.5,232.85,42.62,0.931,0.639
2025-01-08 06:30:00,Balochistan,9690.71,0.0,9690.71,231.99,41.77,0.92,0.624
2025-01-08 06:45:00,Balochistan,9694.64,0.0,9694.64,229.14,42.31,0.952,0.624
2025-01-08 07:00:00,Balochistan,9391.77,0.0,9391.77,240.62,39.03,0.975,0.605
2025-01-08 07:15:00,Balochistan,8874.98,0.0,8874.98,228.08,38.91,0.955,0.572
2025-01-08 07:30:00,Balochistan,9751.95,0.0,9751.95,230.38,42.33,0.97,0.628
2025-01-08 07:45:00,Balochistan,10130.8,0.0,10130.8,232.63,43.55,0.889,0.652
2025-01-08 08:00:00,Balochistan,10070.36,0.0,10070.36,233.6,43.11,0.883,0.648
2025-01-08 08:15:00,Balochistan,9749.14,0.0,9749.14,238.86,40.82,0.881,0.628
2025-01-08 08:30:00,Balochistan,9401.57,0.0,9401.57,233.56,40.25,0.986,0.605
2025-01-08 08:45:00,Balochistan,9790.9,0.0,9790.9,224.42,43.63,0.949,0.63
2025-01-08 09:00:00,Balochistan,13647.55,0.0,13647.55,234.19,58.28,0.899,0.879
2025-01-08 09:15:00,Balochistan,13334.67,0.0,13334.67,220.69,60.42,0.896,0.859
2025-01-08 09:30:00,Balochistan,13395.4,0.0,13395.4,233.04,57.48,0.955,0.863
2025-01-08 09:45:00,Balochistan,13489.06,0.0,13489.06,221.07,61.02,0.881,0.869
2025-01-08 10:00:00,Balochistan,13062.17,0.0,13062.17,230.62,56.64,0.904,0.841
2025-01-08 10:15:00,Balochistan,13615.1,0.0,13615.1,223.28,60.98,0.907,0.877
2025-01-08 10:30:00,Balochistan,13225.26,0.0,13225.26,224.5,58.91,0.963,0.852
2025-01-08 10:45:00,Balochistan,13536.7,0.0,13536.7,228.43,59.26,0.984,0.872
2025-01-08 11:00:00,Balochistan,13492.98,0.0,13492.98,233.07,57.89,0.941,0.869
2025-01-08 11:15:00,Balochistan,13079.97,0.0,13079.97,230.41,56.77,0.938,0.842
2025-01-08 11:30:00,Balochistan,14003.99,0.0,14003.99,236.03,59.33,0.905,0.902
2025-01-08 11:45:00,Balochistan,13389.83,0.0,13389.83,229.32,58.39,0.974,0.862
2025-01-08 12:00:00,Balochistan,12554.47,0.0,12554.47,223.6,56.15,0.966,0.808
2025-01-08 12:15:00,Balochistan,13699.75,0.0,13699.75,222.04,61.7,0.976,0.882
2025-01-08 12:30:00,Balochistan,13413.06,0.0,13413.06,226.09,59.33,0.99,0.864
2025-01-08 12:45:00,Balochistan,13073.69,0.0,13073.69,239.08,54.68,0.9,0.842
2025-01-08 13:00:00,Balochistan,13524.72,0.0,13524.72,230.23,58.75,0.938,0.871
2025-01-08 13:15:00,Balochistan,13260.24,0.0,13260.24,233.35,56.83,0.9,0.854
2025-01-08 13:30:00,Balochistan,13113.2,0.0,13113.2,235.42,55.7,0.946,0.844
2025-01-08 13:45:00,Balochistan,12828.97,0.0,12828.97,220.52,58.18,0.899,0.826
2025-01-08 14:00:00,Balochistan,12783.11,0.0,12783.11,235.07,54.38,0.919,0.823
2025-01-08 14:15:00,Balochistan,13060.59,0.0,13060.59,224.56,58.16,0.97,0.841
2025-01-08 14:30:00,Balochistan,13205.17,0.0,13205.17,232.92,56.69,0.962,0.85
2025-01-08 14:45:00,Balochistan,13162.89,0.0,13162.89,231.81,56.78,0.895,0.848
2025-01-08 15:00:00,Balochistan,13359.05,0.0,13359.05,228.57,58.45,0.914,0.86
2025-01-08 15:15:00,Balochistan,13388.17,0.0,13388.17,230.15,58.17,0.932,0.862
2025-01-08 15:30:00,Balochistan,13427.3,0.0,13427.3,228.95,58.65,0.892,0.865
2025-01-08 15:45:00,Balochistan,13056.75,0.0,13056.75,238.62,54.72,0.967,0.841
2025-01-08 16:00:00,Balochistan,13611.03,0.0,13611.03,229.45,59.32,0.927,0.876
2025-01-08 16:15:00,Balochistan,13131.37,0.0,13131.37,224.49,58.5,0.894,0.846
2025-01-08 16:30:00,Balochistan,12919.9,0.0,12919.9,228.86,56.45,0.956,0.832
2025-01-08 16:45:00,Balochistan,13579.89,0.0,13579.89,232.56,58.39,0.907,0.874
2025-01-08 17:00:00,Balochistan,13684.29,0.0,13684.29,224.18,61.04,0.925,0.881
2025-01-08 17:15:00,Balochistan,12760.53,0.0,12760.53,224.09,56.94,0.935,0.822
2025-01-08 17:30:00,Balochistan,13572.77,0.0,13572.77,218.83,62.02,0.989,0.874
2025-01-08 17:45:00,Balochistan,13691.14,0.0,13691.14,229.59,59.63,0.954,0.882
2025-01-08 18:00:00,Balochistan,16021.28,16021.28,16021.28,231.96,69.07,0.95,1.032
2025-01-08 18:15:00,Balochistan,15550.46,15550.46,15550.46,229.37,67.8,0.98,1.001
2025-01-08 18:30:00,Balochistan,15385.78,15385.78,15385.78,236.04,65.18,0.979,0.991
2025-01-08 18:45:00,Balochistan,15455.3,15455.3,15455.3,225.89,68.42,0.881,0.995
2025-01-08 19:00:00,Balochistan,15412.5,15412.5,15412.5,229.41,67.18,0.963,0.992
2025-01-08 19:15:00,Balochistan,15642.47,15642.47,15642.47,221.45,70.64,0.945,1.007
2025-01-08 19:30:00,Balochistan,15206.99,15206.99,15206.99,225.96,67.3,0.941,0.979
2025-01-08 19:45:00,Balochistan,15344.59,15344.59,15344.59,227.66,67.4,0.962,0.988
2025-01-08 20:00:00,Balochistan,15363.14,15363.14,15363.14,220.49,69.68,0.98,0.989
2025-01-08 20:15:00,Balochistan,16115.25,16115.25,16115.25,224.02,71.94,0.931,1.038
2025-01-08 20:30:00,Balochistan,15729.34,15729.34,15729.34,229.86,68.43,0.888,1.013
2025-01-08 20:45:00,Balochistan,15260.19,15260.19,15260.19,238.0,64.12,0.976,0.983
2025-01-08 21:00:00,Balochistan,15203.29,15203.29,15203.29,238.15,63.84,0.95,0.979
2025-01-08 21:15:00,Balochistan,16051.23,16051.23,16051.23,227.86,70.44,0.967,1.034
2025-01-08 21:30:00,Balochistan,15240.85,15240.85,15240.85,237.35,64.21,0.884,0.981
2025-01-08 21:45:00,Balochistan,15495.37,15495.37,15495.37,224.38,69.06,0.944,0.998
2025-01-08 22:00:00,Balochistan,15504.55,15504.55,15504.55,225.52,68.75,0.911,0.998
2025-01-08 22:15:00,Balochistan,15470.52,15470.52,15470.52,227.12,68.11,0.95,0.996
2025-01-08 22:30:00,Balochistan,15744.96,15744.96,15744.96,233.8,67.34,0.936,1.014
2025-01-08 22:45:00,Balochistan,15588.09,15588.09,15588.09,225.83,69.03,0.886,1.004
2025-01-08 23:00:00,Balochistan,10332.49,0.0,10332.49,225.64,45.79,0.894,0.665
2025-01-08 23:15:00,Balochistan,10233.1,0.0,10233.1,235.33,43.48,0.978,0.659
2025-01-08 23:30:00,Balochistan,9956.1,0.0,9956.1,227.36,43.79,0.918,0.641
2025-01-08 23:45:00,Balochistan,9900.08,0.0,9900.08,229.51,43.14,0.936,0.638
2025-01-09 00:00:00,Balochistan,9896.1,0.0,9896.1,233.68,42.35,0.926,0.637
2025-01-09 00:15:00,Balochistan,9774.67,0.0,9774.67,227.0,43.06,0.921,0.629
2025-01-09 00:30:00,Balochistan,10299.77,0.0,10299.77,230.93,44.6,0.939,0.663
2025-01-09 00:45:00,Balochistan,10142.73,0.0,10142.73,235.22,43.12,0.966,0.653
2025-01-09 01:00:00,Balochistan,10027.63,0.0,10027.63,231.64,43.29,0.913,0.646
2025-01-09 01:15:00,Balochistan,9902.75,0.0,9902.75,235.32,42.08,0.947,0.638
2025-01-09 01:30:00,Balochistan,9896.02,0.0,9896.02,228.2,43.37,0.946,0.637
2025-01-09 01:45:00,Balochistan,9231.6,0.0,9231.6,229.44,40.24,0.913,0.594
2025-01-09 02:00:00,Balochistan,9796.11,0.0,9796.11,232.42,42.15,0.939,0.631
2025-01-09 02:15:00,Balochistan,10249.91,0.0,10249.91,230.17,44.53,0.954,0.66
2025-01-09 02:30:00,Balochistan,9779.27,0.0,9779.27,223.05,43.84,0.958,0.63
2025-01-09 02:45:00,Balochistan,10334.49,0.0,10334.49,219.12,47.16,0.889,0.665
2025-01-09 03:00:00,Balochistan,9792.2,0.0,9792.2,237.72,41.19,0.97,0.631
2025-01-09 03:15:00,Balochistan,9594.18,0.0,9594.18,236.05,40.64,0.934,0.618
2025-01-09 03:30:00,Balochistan,9660.08,0.0,9660.08,229.9,42.02,0.88,0.622
2025-01-09 03:45:00,Balochistan,9756.67,0.0,9756.67,230.21,42.38,0.947,0.628
2025-01-09 04:00:00,Balochistan,9355.4,0.0,9355.4,233.84,40.01,0.934,0.602
2025-01-09 04:15:00,Balochistan,9771.52,0.0,9771.52,228.46,42.77,0.91,0.629
2025-01-09 04:30:00,Balochistan,9992.5,0.0,9992.5,231.58,43.15,0.896,0.643
2025-01-09 04:45:00,Balochistan,9966.69,0.0,9966.69,228.18,43.68,0.961,0.642
2025-01-09 05:00:00,Balochistan,10023.98,0.0,10023.98,230.57,43.48,0.943,0.645
2025-01-09 05:15:00,Balochistan,10093.29,0.0,10093.29,236.01,42.77,0.893,0.65
2025-01-09 05:30:00,Balochistan,9938.11,0.0,9938.11,233.8,42.51,0.915,0.64
2025-01-09 05:45:00,Balochistan,9353.24,0.0,9353.24,216.12,43.28,0.967,0.602
2025-01-09 06:00:00,Balochistan,9148.29,0.0,9148.29,228.62,40.02,0.905,0.589
2025-01-09 06:15:00,Balochistan,9547.77,0.0,9547.77,238.66,40.01,0.896,0.615
2025-01-09 06:30:00,Balochistan,9809.34,0.0,9809.34,227.09,43.19,0.976,0.632
2025-01-09 06:45:00,Balochistan,9449.48,0.0,9449.48,226.79,41.67,0.935,0.609
2025-01-09 07:00:00,Balochistan,10133.65,0.0,10133.65,229.08,44.24,0.926,0.653
2025-01-09 07:15:00,Balochistan,9779.28,0.0,9779.28,225.14,43.44,0.9,0.63
2025-01-09 07:30:00,Balochistan,9942.08,0.0,9942.08,227.13,43.77,0.891,0.64
2025-01-09 07:45:00,Balochistan,9498.34,0.0,9498.34,223.04,42.59,0.98,0.612
2025-01-09 08:00:00,Balochistan,9602.6,0.0,9602.6,230.72,41.62,0.911,0.618
2025-01-09 08:15:00,Balochistan,9803.53,0.0,9803.53,229.2,42.77,0.901,0.631
2025-01-09 08:30:00,Balochistan,9656.29,0.0,9656.29,228.52,42.26,0.956,0.622
2025-01-09 08:45:00,Balochistan,9258.99,0.0,9258.99,230.66,40.14,0.967,0.596
2025-01-09 09:00:00,Balochistan,12852.31,0.0,12852.31,231.62,55.49,0.882,0.828
2025-01-09 09:15:00,Balochistan,13149.6,0.0,13149.6,226.74,57.99,0.889,0.847
2025-01-09 09:30:00,Balochistan,13173.49,0.0,13173.49,229.44,57.41,0.888,0.848
2025-01-09 09:45:00,Balochistan,13269.86,0.0,13269.86,220.25,60.25,0.918,0.855
2025-01-09 10:00:00,Balochistan,13414.17,0.0,13414.17,225.29,59.54,0.954,0.864
2025-01-09 10:15:00,Balochistan,13319.95,0.0,13319.95,227.51,58.55,0.971,0.858
2025-01-09 10:30:00,Balochistan,12754.76,0.0,12754.76,236.48,53.94,0.9,0.821
2025-01-09 10:45:00,Balochistan,12971.47,0.0,12971.47,238.65,54.35,0.921,0.835
2025-01-09 11:00:00,Balochistan,13602.84,0.0,13602.84,229.44,59.29,0.951,0.876
2025-01-09 11:15:00,Balochistan,12662.19,0.0,12662.19,232.9,54.37,0.916,0.815
2025-01-09 11:30:00,Balochistan,13223.27,0.0,13223.27,231.49,57.12,0.905,0.852
2025-01-09 11:45:00,Balochistan,13513.47,0.0,13513.47,234.2,57.7,0.922,0.87
2025-01-09 12:00:00,Balochistan,13350.0,0.0,13350.0,231.57,57.65,0.971,0.86
2025-01-09 12:15:00,Balochistan,12962.17,0.0,12962.17,228.89,56.63,0.978,0.835
2025-01-09 12:30:00,Balochistan,13546.89,0.0,13546.89,229.85,58.94,0.946,0.872
2025-01-09 12:45:00,Balochistan,13468.23,0.0,13468.23,221.05,60.93,0.985,0.867
2025-01-09 13:00:00,Balochistan,13579.64,0.0,13579.64,232.28,58.46,0.975,0.874
2025-01-09 13:15:00,Balochistan,12900.84,0.0,12900.84,228.27,56.52,0.987,0.831
2025-01-09 13:30:00,Balochistan,13294.48,0.0,13294.48,234.61,56.67,0.984,0.856
2025-01-09 13:45:00,Balochistan,13692.5,0.0,13692.5,237.11,57.75,0.949,0.882
2025-01-09 14:00:00,Balochistan,13068.17,0.0,13068.17,234.64,55.69,0.914,0.842
2025-01-09 14:15:00,Balochistan,12973.61,0.0,12973.61,226.42,57.3,0.932,0.835
2025-01-09 14:30:00,Balochistan,13315.32,0.0,13315.32,235.25,56.6,0.973,0.857
2025-01-09 14:45:00,Balochistan,12932.08,0.0,12932.08,234.96,55.04,0.983,0.833
2025-01-09 15:00:00,Balochistan,13471.97,0.0,13471.97,235.17,57.29,0.882,0.868
2025-01-09 15:15:00,Balochistan,13303.41,0.0,13303.41,239.67,55.51,0.899,0.857
2025-01-09 15:30:00,Balochistan,12957.87,0.0,12957.87,230.99,56.1,0.934,0.834
2025-01-09 15:45:00,Balochistan,12801.77,0.0,12801.77,222.99,57.41,0.937,0.824
2025-01-09 16:00:00,Balochistan,13148.03,0.0,13148.03,222.51,59.09,0.918,0.847
2025-01-09 16:15:00,Balochistan,13633.34,0.0,13633.34,231.43,58.91,0.926,0.878
2025-01-09 16:30:00,Balochistan,12914.48,0.0,12914.48,226.33,57.06,0.967,0.832
2025-01-09 16:45:00,Balochistan,13218.96,0.0,13218.96,225.49,58.62,0.921,0.851
2025-01-09 17:00:00,Balochistan,13436.54,0.0,13436.54,240.76,55.81,0.918,0.865
2025-01-09 17:15:00,Balochistan,13205.27,0.0,13205.27,240.06,55.01,0.967,0.85
2025-01-09 17:30:00,Balochistan,13294.54,0.0,13294.54,232.68,57.14,0.98,0.856
2025-01-09 17:45:00,Balochistan,13239.43,0.0,13239.43,227.69,58.15,0.909,0.853
2025-01-09 18:00:00,Balochistan,15339.81,15339.81,15339.81,225.65,67.98,0.97,0.988
2025-01-09 18:15:00,Balochistan,15909.66,15909.66,15909.66,232.97,68.29,0.935,1.025
2025-01-09 18:30:00,Balochistan,15458.43,15458.43,15458.43,221.39,69.82,0.904,0.995
2025-01-09 18:45:00,Balochistan,15655.78,15655.78,15655.78,225.32,69.48,0.922,1.008
2025-01-09 19:00:00,Balochistan,16063.71,16063.71,16063.71,231.81,69.3,0.913,1.034
2025-01-09 19:15:00,Balochistan,15616.23,15616.23,15616.23,226.32,69.0,0.883,1.006
2025-01-09 19:30:00,Balochistan,15696.44,15696.44,15696.44,231.72,67.74,0.916,1.011
2025-01-09 19:45:00,Balochistan,15339.66,15339.66,15339.66,228.55,67.12,0.885,0.988
2025-01-09 20:00:00,Balochistan,15692.14,15692.14,15692.14,228.0,68.82,0.946,1.011
2025-01-09 20:15:00,Balochistan,15496.86,15496.86,15496.86,227.04,68.26,0.983,0.998
2025-01-09 20:30:00,Balochistan,15940.57,15940.57,15940.57,237.81,67.03,0.954,1.026
2025-01-09 20:45:00,Balochistan,15178.68,15178.68,15178.68,227.6,66.69,0.883,0.977
2025-01-09 21:00:00,Balochistan,15517.92,15517.92,15517.92,219.32,70.75,0.886,0.999
2025-01-09 21:15:00,Balochistan,15697.06,15697.06,15697.06,231.75,67.73,0.945,1.011
2025-01-09 21:30:00,Balochistan,15319.46,15319.46,15319.46,216.08,70.9,0.902,0.987
2025-01-09 21:45:00,Balochistan,15899.72,15899.72,15899.72,227.51,69.88,0.935,1.024
2025-01-09 22:00:00,Balochistan,15617.67,15617.67,15617.67,228.71,68.29,0.952,1.006
2025-01-09 22:15:00,Balochistan,15649.12,15649.12,15649.12,230.42,67.92,0.982,1.008
2025-01-09 22:30:00,Balochistan,15662.25,15662.25,15662.25,226.76,69.07,0.979,1.009
2025-01-09 22:45:00,Balochistan,15306.23,15306.23,15306.23,227.52,67.27,0.888,0.986
2025-01-09 23:00:00,Balochistan,9720.94,0.0,9720.94,236.45,41.11,0.908,0.626
2025-01-09 23:15:00,Balochistan,9631.92,0.0,9631.92,223.95,43.01,0.903,0.62
2025-01-09 23:30:00,Balochistan,9479.34,0.0,9479.34,227.66,41.64,0.88,0.61
2025-01-09 23:45:00,Balochistan,9543.66,0.0,9543.66,229.97,41.5,0.959,0.615
2025-01-10 00:00:00,Balochistan,9358.76,0.0,9358.76,225.17,41.56,0.914,0.603
2025-01-10 00:15:00,Balochistan,9573.27,0.0,9573.27,227.28,42.12,0.971,0.616
2025-01-10 00:30:00,Balochistan,9498.64,0.0,9498.64,229.55,41.38,0.97,0.612
2025-01-10 00:45:00,Balochistan,9766.96,0.0,9766.96,226.9,43.05,0.946,0.629
2025-01-10 01:00:00,Balochistan,9889.88,0.0,9889.88,235.34,42.02,0.93,0.637
2025-01-10 01:15:00,Balochistan,9711.83,0.0,9711.83,237.87,40.83,0.911,0.625
2025-01-10 01:30:00,Balochistan,9884.05,0.0,9884.05,243.22,40.64,0.934,0.636
2025-01-10 01:45:00,Balochistan,9901.59,0.0,9901.59,228.15,43.4,0.886,0.638
2025-01-10 02:00:00,Balochistan,9573.96,0.0,9573.96,234.58,40.81,0.909,0.617
2025-01-10 02:15:00,Balochistan,9946.56,0.0,9946.56,217.5,45.73,0.916,0.641
2025-01-10 02:30:00,Balochistan,9801.08,0.0,9801.08,232.6,42.14,0.984,0.631
2025-01-10 02:45:00,Balochistan,9529.84,0.0,9529.84,232.32,41.02,0.956,0.614
2025-01-10 03:00:00,Balochistan,9777.54,0.0,9777.54,232.54,42.05,0.977,0.63
2025-01-10 03:15:00,Balochistan,9300.47,0.0,9300.47,226.91,40.99,0.982,0.599
2025-01-10 03:30:00,Balochistan,10179.19,0.0,10179.19,233.29,43.63,0.902,0.655
2025-01-10 03:45:00,Balochistan,10356.01,0.0,10356.01,225.03,46.02,0.961,0.667
2025-01-10 04:00:00,Balochistan,10163.91,0.0,10163.91,234.82,43.28,0.948,0.655
2025-01-10 04:15:00,Balochistan,9839.17,0.0,9839.17,223.15,44.09,0.978,0.634
2025-01-10 04:30:00,Balochistan,9680.44,0.0,9680.44,227.67,42.52,0.928,0.623
2025-01-10 04:45:00,Balochistan,9720.88,0.0,9720.88,226.67,42.89,0.926,0.626
2025-01-10 05:00:00,Balochistan,9612.49,0.0,9612.49,227.07,42.33,0.98,0.619
2025-01-10 05:15:00,Balochistan,9827.4,0.0,9827.4,236.06,41.63,0.943,0.633
2025-01-10 05:30:00,Balochistan,9716.36,0.0,9716.36,229.85,42.27,0.934,0.626
2025-01-10 05:45:00,Balochistan,9613.4,0.0,9613.4,227.56,42.25,0.881,0.619
2025-01-10 06:00:00,Balochistan,9734.17,0.0,9734.17,224.42,43.38,0.969,0.627
2025-01-10 06:15:00,Balochistan,9750.79,0.0,9750.79,227.41,42.88,0.973,0.628
2025-01-10 06:30:00,Balochistan,10155.12,0.0,10155.12,235.4,43.14,0.987,0.654
2025-01-10 06:45:00,Balochistan,9578.41,0.0,9578.41,230.89,41.48,0.917,0.617
2025-01-10 07:00:00,Balochistan,9583.24,0.0,9583.24,230.36,41.6,0.958,0.617
2025-01-10 07:15:00,Balochistan,9817.94,0.0,9817.94,235.27,41.73,0.955,0.632
2025-01-10 07:30:00,Balochistan,9612.39,0.0,9612.39,230.81,41.65,0.915,0.619
2025-01-10 07:45:00,Balochistan,9908.86,0.0,9908.86,232.62,42.6,0.918,0.638
2025-01-10 08:00:00,Balochistan,10010.09,0.0,10010.09,230.19,43.49,0.988,0.645
2025-01-10 08:15:00,Balochistan,9589.56,0.0,9589.56,234.27,40.93,0.891,0.618
2025-01-10 08:30:00,Balochistan,9866.71,0.0,9866.71,233.66,42.23,0.972,0.635
2025-01-10 08:45:00,Balochistan,9812.59,0.0,9812.59,226.08,43.4,0.976,0.632
2025-01-10 09:00:00,Balochistan,12866.59,0.0,12866.59,237.24,54.24,0.954,0.829
2025-01-10 09:15:00,Balochistan,13493.34,0.0,13493.34,236.95,56.95,0.96,0.869
2025-01-10 09:30:00,Balochistan,13263.27,0.0,13263.27,224.52,59.07,0.915,0.854
2025-01-10 09:45:00,Balochistan,13346.52,0.0,13346.52,226.44,58.94,0.946,0.859
2025-01-10 10:00:00,Balochistan,13643.8,0.0,13643.8,227.73,59.91,0.9,0.879
2025-01-10 10:15:00,Balochistan,12503.06,0.0,12503.06,226.29,55.25,0.947,0.805
2025-01-10 10:30:00,Balochistan,13176.19,0.0,13176.19,236.93,55.61,0.975,0.848
2025-01-10 10:45:00,Balochistan,12979.78,0.0,12979.78,234.56,55.34,0.939,0.836
2025-01-10 11:00:00,Balochistan,13362.31,0.0,13362.31,233.09,57.33,0.97,0.86
2025-01-10 11:15:00,Balochistan,13477.61,0.0,13477.61,226.41,59.53,0.925,0.868
2025-01-10 11:30:00,Balochistan,13215.85,0.0,13215.85,232.83,56.76,0.979,0.851
2025-01-10 11:45:00,Balochistan,13384.08,0.0,13384.08,230.98,57.95,0.942,0.862
2025-01-10 12:00:00,Balochistan,13441.04,0.0,13441.04,223.89,60.03,0.908,0.866
2025-01-10 12:15:00,Balochistan,13454.67,0.0,13454.67,226.54,59.39,0.926,0.866
2025-01-10 12:30:00,Balochistan,12816.39,0.0,12816.39,216.37,59.23,0.919,0.825
2025-01-10 12:45:00,Balochistan,13390.83,0.0,13390.83,221.64,60.42,0.983,0.862
2025-01-10 13:00:00,Balochistan,13985.84,0.0,13985.84,226.06,61.87,0.884,0.901
2025-01-10 13:15:00,Balochistan,13047.61,0.0,13047.61,232.15,56.2,0.925,0.84
2025-01-10 13:30:00,Balochistan,13200.03,0.0,13200.03,232.77,56.71,0.918,0.85
2025-01-10 13:45:00,Balochistan,13648.18,0.0,13648.18,218.33,62.51,0.971,0.879
2025-01-10 14:00:00,Balochistan,13168.27,0.0,13168.27,234.07,56.26,0.973,0.848
2025-01-10 14:15:00,Balochistan,13364.67,0.0,13364.67,230.21,58.05,0.982,0.861
2025-01-10 14:30:00,Balochistan,12965.33,0.0,12965.33,233.01,55.64,0.982,0.835
2025-01-10 14:45:00,Balochistan,13251.46,0.0,13251.46,229.54,57.73,0.934,0.853
2025-01-10 15:00:00,Balochistan,13518.33,0.0,13518.33,231.45,58.41,0.967,0.871
2025-01-10 15:15:00,Balochistan,13179.7,0.0,13179.7,227.24,58.0,0.987,0.849
2025-01-10 15:30:00,Balochistan,13568.34,0.0,13568.34,227.33,59.69,0.96,0.874
2025-01-10 15:45:00,Balochistan,12770.76,0.0,12770.76,228.8,55.82,0.913,0.822
2025-01-10 16:00:00,Balochistan,13500.88,0.0,13500.88,222.82,60.59,0.92,0.869
2025-01-10 16:15:00,Balochistan,13108.14,0.0,13108.14,233.72,56.08,0.989,0.844
2025-01-10 16:30:00,Balochistan,12865.11,0.0,12865.11,236.83,54.32,0.944,0.828
2025-01-10 16:45:00,Balochistan,13302.97,0.0,13302.97,218.76,60.81,0.938,0.857
2025-01-10 17:00:00,Balochistan,13135.99,0.0,13135.99,237.68,55.27,0.984,0.846
2025-01-10 17:15:00,Balochistan,13140.83,0.0,13140.83,226.72,57.96,0.962,0.846
2025-01-10 17:30:00,Balochistan,12935.97,0.0,12935.97,231.25,55.94,0.97,0.833
2025-01-10 17:45:00,Balochistan,13501.44,0.0,13501.44,238.89,56.52,0.976,0.869
2025-01-10 18:00:00,Balochistan,15378.69,15378.69,15378.69,234.56,65.57,0.94,0.99
2025-01-10 18:15:00,Balochistan,15219.84,15219.84,15219.84,222.07,68.54,0.91,0.98
2025-01-10 18:30:00,Balochistan,15962.86,15962.86,15962.86,230.21,69.34,0.933,1.028
2025-01-10 18:45:00,Balochistan,15432.87,15432.87,15432.87,223.1,69.17,0.882,0.994
2025-01-10 19:00:00,Balochistan,14917.97,14917.97,14917.97,225.08,66.28,0.912,0.961
2025-01-10 19:15:00,Balochistan,15583.22,15583.22,15583.22,232.21,67.11,0.981,1.003
2025-01-10 19:30:00,Balochistan,15950.19,15950.19,15950.19,215.47,74.02,0.984,1.027
2025-01-10 19:45:00,Balochistan,15382.47,15382.47,15382.47,229.78,66.94,0.951,0.991
2025-01-10 20:00:00,Balochistan,15397.41,15397.41,15397.41,226.78,67.9,0.897,0.992
2025-01-10 20:15:00,Balochistan,15309.95,15309.95,15309.95,228.45,67.02,0.921,0.986
2025-01-10 20:30:00,Balochistan,15858.16,15858.16,15858.16,225.7,70.26,0.947,1.021
2025-01-10 20:45:00,Balochistan,15498.41,15498.41,15498.41,239.99,64.58,0.974,0.998
2025-01-10 21:00:00,Balochistan,15188.55,15188.55,15188.55,221.5,68.57,0.891,0.978
2025-01-10 21:15:00,Balochistan,15531.8,15531.8,15531.8,221.45,70.14,0.945,1.0
2025-01-10 21:30:00,Balochistan,15861.24,15861.24,15861.24,229.22,69.2,0.906,1.021
2025-01-10 21:45:00,Balochistan,15582.57,15582.57,15582.57,223.23,69.8,0.978,1.003
2025-01-10 22:00:00,Balochistan,15801.07,15801.07,15801.07,233.11,67.78,0.907,1.018
2025-01-10 22:15:00,Balochistan,15674.52,15674.52,15674.52,218.3,71.8,0.92,1.009
2025-01-10 22:30:00,Balochistan,15934.24,15934.24,15934.24,232.94,68.4,0.948,1.026
2025-01-10 22:45:00,Balochistan,15022.04,15022.04,15022.04,236.31,63.57,0.938,0.967
2025-01-10 23:00:00,Balochistan,9427.45,0.0,9427.45,226.61,41.6,0.922,0.607
2025-01-10 23:15:00,Balochistan,9460.27,0.0,9460.27,228.5,41.4,0.934,0.609
2025-01-10 23:30:00,Balochistan,9539.07,0.0,9539.07,231.37,41.23,0.938,0.614
2025-01-10 23:45:00,Balochistan,9337.18,0.0,9337.18,227.39,41.06,0.922,0.601
2025-01-11 00:00:00,Balochistan,9682.65,0.0,9682.65,240.75,40.22,0.946,0.624
2025-01-11 00:15:00,Balochistan,10268.61,0.0,10268.61,234.02,43.88,0.983,0.661
2025-01-11 00:30:00,Balochistan,9475.8,0.0,9475.8,232.29,40.79,0.93,0.61
2025-01-11 00:45:00,Balochistan,9679.15,0.0,9679.15,228.6,42.34,0.962,0.623
2025-01-11 01:00:00,Balochistan,9907.34,0.0,9907.34,227.34,43.58,0.937,0.638
2025-01-11 01:15:00,Balochistan,10084.01,0.0,10084.01,228.96,44.04,0.979,0.649
2025-01-11 01:30:00,Balochistan,9967.23,0.0,9967.23,227.0,43.91,0.947,0.642
2025-01-11 01:45:00,Balochistan,9295.52,0.0,9295.52,229.89,40.44,0.968,0.599
2025-01-11 02:00:00,Balochistan,9882.97,0.0,9882.97,232.92,42.43,0.91,0.636
2025-01-11 02:15:00,Balochistan,9766.11,0.0,9766.11,226.11,43.19,0.91,0.629
2025-01-11 02:30:00,Balochistan,9392.07,0.0,9392.07,224.04,41.92,0.903,0.605
2025-01-11 02:45:00,Balochistan,9735.06,0.0,9735.06,223.05,43.65,0.915,0.627
2025-01-11 03:00:00,Balochistan,9339.46,0.0,9339.46,240.63,38.81,0.884,0.601
2025-01-11 03:15:00,Balochistan,9741.23,0.0,9741.23,238.26,40.89,0.903,0.627
2025-01-11 03:30:00,Balochistan,9408.11,0.0,9408.11,231.86,40.58,0.94,0.606
2025-01-11 03:45:00,Balochistan,10139.14,0.0,10139.14,217.78,46.56,0.943,0.653
2025-01-11 04:00:00,Balochistan,9813.56,0.0,9813.56,228.0,43.04,0.913,0.632
2025-01-11 04:15:00,Balochistan,10126.6,0.0,10126.6,226.59,44.69,0.9,0.652
2025-01-11 04:30:00,Balochistan,9617.99,0.0,9617.99,229.0,42.0,0.986,0.619
