Fault_ID,Timestamp,Plant_ID,Equipment_ID,Fault_Type,Severity,Response_Time_Min,Resolution_Time,Downtime_Min,Energy_Loss_kWh,Cost_Loss_USD
655,2025-04-26 09:00:00,4,EQ-00095,Inverter Failure,High,24,2025-04-26 11:18:00,138,77.96,8.28
656,2025-12-29 19:15:00,16,EQ-00408,AC Fault,Low,56,2025-12-30 01:57:00,402,156.74,22.42
657,2025-01-22 08:45:00,5,EQ-00113,Under Voltage,Low,25,2025-01-22 13:13:00,268,423.32,39.25
658,2025-01-25 00:30:00,2,EQ-00028,Under Voltage,Low,11,2025-01-25 04:01:00,211,199.15,20.55
659,2025-11-25 13:30:00,13,EQ-00333,Under Voltage,Medium,34,2025-11-25 20:04:00,394,370.52,35.46
660,2025-01-16 23:30:00,9,EQ-00223,Grid Outage,Low,12,2025-01-17 01:11:00,101,325.94,28.36
661,2025-07-31 13:15:00,10,EQ-00245,Low Irradiance,Low,9,2025-07-31 18:14:00,299,335.17,28.98
662,2025-06-13 00:15:00,2,EQ-00042,AC Fault,High,45,2025-06-13 05:15:00,300,73.32,7.17
663,2025-04-07 04:45:00,10,EQ-00270,DC Fault,Medium,45,2025-04-07 05:36:00,51,323.9,32.45
664,2025-01-29 21:45:00,12,EQ-00309,Communication Loss,High,11,2025-01-29 22:54:00,69,436.28,46.86
665,2025-05-19 06:45:00,11,EQ-00283,Grid Outage,Medium,41,2025-05-19 10:05:00,200,66.15,6.16
666,2025-05-28 17:30:00,11,EQ-00292,AC Fault,Critical,19,2025-05-29 01:10:00,460,361.64,57.5
667,2025-11-01 08:45:00,3,EQ-00077,AC Fault,Low,40,2025-11-01 16:10:00,445,474.09,74.17
668,2025-07-27 14:30:00,6,EQ-00157,Low Irradiance,Low,25,2025-07-27 21:36:00,426,169.29,18.25
669,2025-09-05 18:45:00,5,EQ-00112,DC Fault,Medium,56,2025-09-06 01:58:00,433,465.43,81.76
670,2025-04-02 14:30:00,19,EQ-00512,Over Voltage,Low,14,2025-04-02 20:46:00,376,40.18,5.89
671,2025-05-13 02:00:00,9,EQ-00240,Under Voltage,Low,45,2025-05-13 06:45:00,285,421.27,59.83
672,2025-01-30 16:00:00,12,EQ-00311,Over Voltage,High,19,2025-01-30 17:16:00,76,80.74,10.89
673,2025-01-17 03:15:00,14,EQ-00367,Under Voltage,Medium,18,2025-01-17 05:22:00,127,24.25,2.27
674,2025-04-19 00:30:00,14,EQ-00375,DC Fault,High,52,2025-04-19 02:51:00,141,74.89,10.33
675,2025-06-14 08:45:00,6,EQ-00155,Grid Outage,Medium,51,2025-06-14 15:51:00,426,455.5,62.32
676,2025-03-24 01:15:00,1,EQ-00004,Under Voltage,Low,50,2025-03-24 06:49:00,334,287.68,34.53
677,2025-11-02 20:00:00,9,EQ-00241,Under Voltage,High,37,2025-11-02 23:25:00,205,238.5,22.16
678,2025-07-14 02:15:00,8,EQ-00203,Low Irradiance,Low,15,2025-07-14 07:36:00,321,407.86,33.08
679,2025-08-18 19:15:00,7,EQ-00180,Inverter Failure,Low,10,2025-08-19 01:17:00,362,314.91,46.62
680,2025-11-21 16:30:00,7,EQ-00189,Communication Loss,Medium,26,2025-11-21 18:25:00,115,125.29,15.03
681,2025-11-24 19:45:00,14,EQ-00376,Grid Outage,High,12,2025-11-24 23:16:00,211,230.97,39.69
682,2025-05-27 01:00:00,10,EQ-00258,Breaker Trip,Medium,19,2025-05-27 01:33:00,33,222.49,27.32
683,2025-03-16 18:45:00,5,EQ-00135,Over Voltage,High,5,2025-03-16 22:25:00,220,71.5,12.59
684,2025-05-24 03:15:00,8,EQ-00215,Under Voltage,Medium,32,2025-05-24 06:03:00,168,437.39,39.68
685,2025-05-29 05:45:00,6,EQ-00143,Grid Outage,High,53,2025-05-29 10:52:00,307,374.36,49.44
686,2025-12-02 08:00:00,5,EQ-00112,Communication Loss,Low,34,2025-12-02 14:53:00,413,436.34,73.85
687,2025-12-24 16:15:00,3,EQ-00060,Inverter Failure,High,32,2025-12-24 21:57:00,342,78.72,13.67
688,2025-08-18 00:45:00,8,EQ-00198,Over Voltage,Medium,38,2025-08-18 04:24:00,219,20.09,2.5
689,2025-04-03 04:45:00,18,EQ-00462,Breaker Trip,Low,33,2025-04-03 08:33:00,228,375.4,40.6
690,2025-05-11 22:30:00,7,EQ-00187,Communication Loss,Medium,10,2025-05-12 01:57:00,207,99.85,9.09
691,2025-09-11 12:00:00,20,EQ-00524,Over Voltage,High,58,2025-09-11 14:13:00,133,454.65,59.1
692,2025-01-30 11:15:00,10,EQ-00256,AC Fault,Low,10,2025-01-30 15:20:00,245,121.78,12.64
693,2025-10-04 21:00:00,16,EQ-00422,AC Fault,High,28,2025-10-04 23:58:00,178,226.68,21.73
694,2025-02-18 17:45:00,10,EQ-00266,DC Fault,Medium,9,2025-02-18 19:27:00,102,134.48,13.68
695,2025-04-09 20:15:00,15,EQ-00391,Over Voltage,High,40,2025-04-09 20:46:00,31,59.15,5.1
696,2025-11-23 11:15:00,11,EQ-00295,Low Irradiance,Low,15,2025-11-23 17:09:00,354,489.46,85.67
697,2025-12-21 21:45:00,9,EQ-00221,Transformer Overheating,Low,9,2025-12-21 23:18:00,93,22.65,3.61
698,2025-01-20 12:00:00,10,EQ-00248,Communication Loss,Medium,17,2025-01-20 17:55:00,355,487.52,81.2
699,2025-04-14 11:15:00,1,EQ-00008,Grid Outage,Medium,12,2025-04-14 13:14:00,119,430.89,70.0
700,2025-07-21 09:30:00,11,EQ-00284,Breaker Trip,High,31,2025-07-21 10:02:00,32,303.16,30.8
701,2025-02-07 16:30:00,1,EQ-00004,Under Voltage,Medium,42,2025-02-07 23:54:00,444,157.02,24.17
702,2025-04-09 18:30:00,1,EQ-00010,Communication Loss,Low,35,2025-04-09 22:55:00,265,191.99,18.97
703,2025-09-01 14:00:00,16,EQ-00428,Communication Loss,Low,13,2025-09-01 14:20:00,20,293.45,41.11
704,2025-12-12 11:45:00,2,EQ-00041,Under Voltage,Low,35,2025-12-12 13:02:00,77,167.64,29.08
705,2025-08-05 06:45:00,4,EQ-00083,Breaker Trip,High,40,2025-08-05 10:41:00,236,416.51,56.85
706,2025-08-22 18:45:00,7,EQ-00163,Inverter Failure,Medium,59,2025-08-22 20:13:00,88,339.34,35.85
707,2025-01-04 10:15:00,9,EQ-00227,Inverter Failure,High,52,2025-01-04 17:35:00,440,402.99,65.42
708,2025-01-26 16:15:00,6,EQ-00138,Under Voltage,Medium,37,2025-01-26 16:30:00,15,205.31,29.53
709,2025-12-10 18:15:00,17,EQ-00446,Grid Outage,Low,11,2025-12-10 20:22:00,127,302.76,37.55
710,2025-03-02 15:30:00,9,EQ-00230,AC Fault,Medium,18,2025-03-02 22:28:00,418,366.16,59.39
711,2025-08-27 02:00:00,11,EQ-00294,Transformer Overheating,Low,8,2025-08-27 05:39:00,219,171.47,27.56
712,2025-07-22 21:30:00,20,EQ-00538,Grid Outage,Medium,33,2025-07-23 00:38:00,188,342.96,47.77
713,2025-01-05 07:15:00,13,EQ-00326,Low Irradiance,Low,18,2025-01-05 11:00:00,225,70.95,8.21
714,2025-10-26 17:15:00,5,EQ-00124,Low Irradiance,Medium,23,2025-10-26 21:37:00,262,369.24,42.45
715,2025-07-20 12:15:00,18,EQ-00465,Breaker Trip,Low,35,2025-07-20 13:56:00,101,422.54,71.71
716,2025-09-01 06:15:00,6,EQ-00161,Communication Loss,Low,41,2025-09-01 11:09:00,294,471.0,78.92
717,2025-02-27 05:45:00,1,EQ-00019,Communication Loss,Medium,35,2025-02-27 07:52:00,127,314.31,54.05
718,2025-05-19 15:15:00,7,EQ-00170,DC Fault,Low,52,2025-05-19 15:57:00,42,52.2,7.31
719,2025-11-11 14:00:00,17,EQ-00444,Over Voltage,Medium,38,2025-11-11 17:53:00,233,466.01,39.6
720,2025-10-22 02:45:00,15,EQ-00389,Inverter Failure,Medium,55,2025-10-22 06:46:00,241,487.22,43.1
721,2025-01-11 07:30:00,8,EQ-00216,Breaker Trip,Medium,26,2025-01-11 08:30:00,60,325.47,49.98
722,2025-08-16 06:15:00,9,EQ-00229,Communication Loss,Low,38,2025-08-16 13:08:00,413,102.1,11.46
723,2025-07-18 06:00:00,4,EQ-00103,Over Voltage,Critical,38,2025-07-18 11:24:00,324,340.35,48.6
724,2025-12-06 15:00:00,15,EQ-00399,Communication Loss,Medium,58,2025-12-06 19:08:00,248,160.94,23.68
725,2025-02-16 03:00:00,14,EQ-00372,DC Fault,Low,26,2025-02-16 06:39:00,219,223.55,27.84
726,2025-12-19 00:00:00,17,EQ-00459,AC Fault,Medium,50,2025-12-19 00:59:00,59,400.63,41.74
727,2025-04-04 10:00:00,6,EQ-00145,Low Irradiance,Low,36,2025-04-04 16:08:00,368,167.98,24.76
728,2025-07-03 07:30:00,18,EQ-00463,Communication Loss,Medium,15,2025-07-03 12:28:00,298,145.51,13.02
729,2025-09-06 22:30:00,10,EQ-00245,Grid Outage,High,18,2025-09-07 05:42:00,432,135.73,19.32
730,2025-06-23 02:15:00,8,EQ-00212,Transformer Overheating,Low,48,2025-06-23 07:15:00,300,273.87,29.13
731,2025-08-11 00:00:00,12,EQ-00314,Transformer Overheating,High,53,2025-08-11 05:54:00,354,396.34,64.04
732,2025-05-18 08:30:00,12,EQ-00304,Communication Loss,High,20,2025-05-18 12:08:00,218,225.06,33.45
733,2025-08-12 16:15:00,17,EQ-00444,Inverter Failure,Low,36,2025-08-12 23:13:00,418,263.79,34.21
734,2025-12-02 17:30:00,16,EQ-00418,Communication Loss,Low,38,2025-12-03 00:58:00,448,89.13,10.03
735,2025-05-15 14:45:00,3,EQ-00077,AC Fault,Medium,21,2025-05-15 19:28:00,283,388.47,54.67
736,2025-04-10 09:45:00,13,EQ-00342,Grid Outage,Medium,19,2025-04-10 12:40:00,175,246.56,35.42
737,2025-08-06 00:45:00,13,EQ-00335,AC Fault,Low,30,2025-08-06 00:59:00,14,119.89,11.61
738,2025-10-20 08:30:00,3,EQ-00068,AC Fault,High,11,2025-10-20 11:16:00,166,276.6,42.25
739,2025-05-28 01:15:00,4,EQ-00099,Grid Outage,High,15,2025-05-28 01:33:00,18,329.51,27.97
740,2025-03-03 17:15:00,16,EQ-00426,Over Voltage,Low,58,2025-03-03 19:08:00,113,279.22,35.06
741,2025-07-24 10:30:00,14,EQ-00363,Over Voltage,Low,26,2025-07-24 14:34:00,244,188.7,31.6
742,2025-07-30 14:30:00,9,EQ-00239,Grid Outage,Low,39,2025-07-30 20:45:00,375,193.95,25.17
743,2025-03-16 14:30:00,16,EQ-00410,Breaker Trip,Medium,35,2025-03-16 18:20:00,230,217.66,37.89
744,2025-01-26 13:30:00,12,EQ-00317,DC Fault,Low,24,2025-01-26 14:44:00,74,379.95,33.47
745,2025-08-14 19:30:00,13,EQ-00333,DC Fault,Medium,12,2025-08-14 19:58:00,28,167.51,16.23
746,2025-05-15 17:45:00,11,EQ-00271,Inverter Failure,Low,22,2025-05-15 22:17:00,272,494.1,61.92
747,2025-02-25 05:15:00,14,EQ-00375,Inverter Failure,Medium,11,2025-02-25 08:48:00,213,467.62,42.69
748,2025-03-22 14:30:00,20,EQ-00540,Transformer Overheating,Critical,10,2025-03-22 22:25:00,475,172.21,14.74
749,2025-03-13 20:15:00,19,EQ-00497,Over Voltage,Low,31,2025-03-13 21:24:00,69,38.35,5.23
750,2025-12-04 14:30:00,11,EQ-00287,Grid Outage,Low,13,2025-12-04 19:25:00,295,322.91,44.64
751,2025-01-20 09:30:00,2,EQ-00028,AC Fault,Low,24,2025-01-20 11:03:00,93,141.35,20.61
752,2025-06-15 05:45:00,15,EQ-00398,DC Fault,Low,40,2025-06-15 12:29:00,404,304.55,49.58
753,2025-11-23 19:15:00,8,EQ-00214,DC Fault,Low,41,2025-11-24 02:19:00,424,276.54,49.09
754,2025-06-05 14:00:00,14,EQ-00353,Under Voltage,Medium,8,2025-06-05 19:22:00,322,117.99,19.37
755,2025-04-01 23:45:00,4,EQ-00083,DC Fault,Low,22,2025-04-02 06:15:00,390,468.23,57.37
756,2025-03-03 05:30:00,3,EQ-00063,DC Fault,Low,56,2025-03-03 09:18:00,228,182.27,18.85
757,2025-04-07 13:45:00,12,EQ-00324,AC Fault,High,31,2025-04-07 14:30:00,45,115.14,12.47
758,2025-08-30 17:15:00,7,EQ-00175,Inverter Failure,Low,13,2025-08-30 22:23:00,308,106.21,10.74
759,2025-07-07 17:00:00,18,EQ-00475,Grid Outage,Low,5,2025-07-07 21:38:00,278,433.59,48.59
760,2025-01-11 13:45:00,6,EQ-00147,AC Fault,Medium,37,2025-01-11 16:47:00,182,49.52,4.54
761,2025-09-13 01:45:00,16,EQ-00414,Over Voltage,Low,43,2025-09-13 07:31:00,346,362.39,53.94
762,2025-03-05 00:45:00,16,EQ-00422,Transformer Overheating,Medium,27,2025-03-05 01:52:00,67,464.29,82.31
763,2025-11-02 23:00:00,6,EQ-00151,Breaker Trip,Low,39,2025-11-03 05:34:00,394,491.71,64.16
764,2025-03-06 14:45:00,16,EQ-00417,AC Fault,High,24,2025-03-06 16:55:00,130,400.73,61.21
765,2025-11-07 08:00:00,5,EQ-00115,Grid Outage,Medium,40,2025-11-07 08:24:00,24,480.88,85.76
766,2025-07-08 17:00:00,14,EQ-00361,Grid Outage,Low,57,2025-07-08 22:14:00,314,328.91,48.97
767,2025-10-06 13:30:00,16,EQ-00423,Inverter Failure,Low,19,2025-10-06 16:13:00,163,204.48,24.27
768,2025-10-05 03:00:00,10,EQ-00246,Breaker Trip,Medium,48,2025-10-05 03:28:00,28,313.57,45.0
769,2025-07-06 23:30:00,20,EQ-00531,Low Irradiance,Low,45,2025-07-06 23:40:00,10,217.08,27.75
770,2025-06-09 17:45:00,10,EQ-00261,DC Fault,Low,41,2025-06-10 00:00:00,375,340.93,59.96
771,2025-03-12 14:45:00,11,EQ-00282,Low Irradiance,Critical,15,2025-03-12 16:59:00,134,488.81,45.38
772,2025-12-30 20:30:00,2,EQ-00030,Over Voltage,Critical,41,2025-12-30 21:22:00,52,191.13,23.44
773,2025-01-16 13:30:00,18,EQ-00486,AC Fault,High,57,2025-01-16 16:14:00,164,400.74,52.0
774,2025-10-26 16:15:00,2,EQ-00046,Breaker Trip,High,51,2025-10-26 18:50:00,155,404.74,60.8
775,2025-05-23 05:45:00,3,EQ-00073,AC Fault,High,43,2025-05-23 13:02:00,437,116.85,12.27
776,2025-01-16 09:00:00,1,EQ-00004,Breaker Trip,Low,27,2025-01-16 14:27:00,327,219.01,39.28
777,2025-10-27 00:45:00,17,EQ-00434,Grid Outage,High,36,2025-10-27 02:39:00,114,349.26,58.58
778,2025-01-03 18:00:00,19,EQ-00507,Low Irradiance,High,37,2025-01-03 21:28:00,208,395.07,67.61
779,2025-01-22 07:30:00,1,EQ-00017,Low Irradiance,Low,10,2025-01-22 08:30:00,60,63.25,5.74
780,2025-06-28 21:15:00,1,EQ-00013,DC Fault,Low,37,2025-06-29 03:55:00,400,142.66,15.65
781,2025-02-01 00:00:00,15,EQ-00390,Under Voltage,Low,44,2025-02-01 07:24:00,444,178.28,20.33
782,2025-05-04 10:30:00,8,EQ-00201,Grid Outage,Low,6,2025-05-04 18:04:00,454,371.02,39.51
783,2025-08-01 21:15:00,3,EQ-00056,Under Voltage,Low,32,2025-08-02 04:39:00,444,302.47,31.51
784,2025-11-17 21:00:00,5,EQ-00109,Grid Outage,Low,47,2025-11-18 00:50:00,230,460.23,63.49
785,2025-02-22 12:15:00,9,EQ-00241,DC Fault,Low,13,2025-02-22 16:34:00,259,337.79,60.28
786,2025-04-29 04:00:00,15,EQ-00400,Grid Outage,Low,50,2025-04-29 07:28:00,208,462.72,64.76
787,2025-06-11 18:45:00,13,EQ-00327,DC Fault,Low,34,2025-06-12 01:25:00,400,316.79,42.19
788,2025-11-03 19:45:00,8,EQ-00211,Low Irradiance,Medium,10,2025-11-03 22:53:00,188,473.68,68.83
789,2025-12-09 21:45:00,11,EQ-00288,Over Voltage,Low,7,2025-12-10 02:23:00,278,97.64,12.52
790,2025-07-22 12:00:00,17,EQ-00438,Grid Outage,Low,10,2025-07-22 12:20:00,20,412.77,70.37
791,2025-07-22 22:15:00,17,EQ-00457,DC Fault,Low,54,2025-07-23 04:25:00,370,26.3,3.16
792,2025-02-23 07:15:00,17,EQ-00433,Communication Loss,Medium,51,2025-02-23 13:41:00,386,239.74,31.55
793,2025-11-09 22:45:00,18,EQ-00462,Communication Loss,Low,18,2025-11-10 02:19:00,214,117.9,18.92
794,2025-01-01 23:45:00,14,EQ-00366,Under Voltage,Low,47,2025-01-02 06:47:00,422,282.67,26.02
795,2025-08-03 01:45:00,8,EQ-00201,DC Fault,Low,30,2025-08-03 08:18:00,393,332.67,30.57
796,2025-09-19 19:00:00,4,EQ-00086,Communication Loss,High,55,2025-09-20 02:52:00,472,122.89,13.11
797,2025-12-17 01:30:00,17,EQ-00437,Grid Outage,Low,18,2025-12-17 02:03:00,33,446.75,65.99
798,2025-05-11 16:30:00,5,EQ-00135,Grid Outage,Low,40,2025-05-12 00:20:00,470,136.36,13.59
799,2025-06-24 07:00:00,15,EQ-00386,Communication Loss,Medium,25,2025-06-24 10:04:00,184,422.71,70.78
800,2025-08-15 19:15:00,16,EQ-00409,Grid Outage,Low,59,2025-08-15 20:01:00,46,325.86,44.37
801,2025-07-16 08:45:00,8,EQ-00202,Communication Loss,Low,53,2025-07-16 10:02:00,77,38.09,6.08
802,2025-04-08 15:00:00,3,EQ-00058,Inverter Failure,Medium,36,2025-04-08 18:21:00,201,314.33,35.75
803,2025-04-01 09:00:00,10,EQ-00247,Transformer Overheating,Medium,52,2025-04-01 12:34:00,214,132.86,22.76
804,2025-12-07 15:15:00,18,EQ-00484,Low Irradiance,Medium,31,2025-12-07 17:51:00,156,131.62,11.45
805,2025-04-30 19:00:00,9,EQ-00230,AC Fault,High,30,2025-04-30 20:04:00,64,111.91,13.95
806,2025-01-12 17:15:00,1,EQ-00022,Transformer Overheating,Low,20,2025-01-12 18:37:00,82,377.39,47.74
807,2025-10-24 22:00:00,1,EQ-00010,Grid Outage,Low,15,2025-10-25 02:09:00,249,208.11,31.01
808,2025-05-31 11:30:00,14,EQ-00365,AC Fault,Medium,41,2025-05-31 16:47:00,317,71.36,10.38
809,2025-12-10 04:00:00,17,EQ-00454,Transformer Overheating,Medium,22,2025-12-10 09:45:00,345,201.59,26.61
810,2025-06-11 19:30:00,16,EQ-00420,Low Irradiance,Low,50,2025-06-11 22:31:00,181,28.87,3.5
811,2025-09-23 01:30:00,15,EQ-00390,Over Voltage,Medium,16,2025-09-23 07:18:00,348,211.07,31.11
812,2025-07-18 15:30:00,8,EQ-00194,Breaker Trip,Medium,22,2025-07-18 19:30:00,240,333.0,27.34
813,2025-05-08 22:00:00,20,EQ-00534,Over Voltage,Medium,10,2025-05-09 04:27:00,387,244.86,26.01
814,2025-08-01 01:00:00,20,EQ-00528,Grid Outage,Medium,26,2025-08-01 08:31:00,451,25.27,2.42
815,2025-12-13 10:15:00,11,EQ-00293,Low Irradiance,Medium,37,2025-12-13 11:04:00,49,331.43,39.75
816,2025-05-06 08:45:00,7,EQ-00167,Under Voltage,Low,23,2025-05-06 12:54:00,249,53.66,8.51
817,2025-02-07 18:30:00,12,EQ-00312,Breaker Trip,High,32,2025-02-08 01:08:00,398,90.59,9.05
818,2025-03-21 08:45:00,12,EQ-00320,Under Voltage,Medium,12,2025-03-21 09:28:00,43,325.38,46.99
819,2025-06-03 14:15:00,20,EQ-00535,Communication Loss,Medium,45,2025-06-03 21:59:00,464,321.3,29.38
820,2025-10-12 04:00:00,11,EQ-00272,Over Voltage,High,37,2025-10-12 10:05:00,365,152.39,25.09
821,2025-09-05 19:30:00,14,EQ-00354,Under Voltage,Low,46,2025-09-06 01:46:00,376,388.94,52.67
822,2025-03-17 10:30:00,9,EQ-00238,Over Voltage,Critical,15,2025-03-17 17:49:00,439,43.71,4.34
823,2025-01-03 05:45:00,8,EQ-00210,Low Irradiance,Medium,10,2025-01-03 07:12:00,87,408.65,38.0
824,2025-02-09 14:00:00,1,EQ-00005,Transformer Overheating,Low,37,2025-02-09 15:28:00,88,424.69,35.41
825,2025-12-01 20:45:00,18,EQ-00477,Low Irradiance,Medium,7,2025-12-02 00:44:00,239,284.52,36.76
826,2025-11-23 02:45:00,6,EQ-00157,Transformer Overheating,Low,42,2025-11-23 10:03:00,438,92.24,16.27
827,2025-05-13 19:45:00,4,EQ-00104,Breaker Trip,Low,38,2025-05-14 01:30:00,345,172.67,20.17
828,2025-02-12 18:45:00,20,EQ-00524,Over Voltage,Medium,54,2025-02-12 19:52:00,67,316.23,39.95
829,2025-06-25 08:15:00,6,EQ-00146,Under Voltage,Low,8,2025-06-25 08:58:00,43,491.26,87.86
830,2025-10-18 07:45:00,6,EQ-00152,Grid Outage,High,31,2025-10-18 08:36:00,51,278.27,47.85
831,2025-05-24 23:00:00,16,EQ-00414,Under Voltage,Medium,34,2025-05-25 01:29:00,149,355.63,42.12
832,2025-01-20 22:00:00,20,EQ-00522,Communication Loss,Low,49,2025-01-21 02:47:00,287,368.79,32.89
833,2025-05-22 15:45:00,8,EQ-00209,DC Fault,Medium,57,2025-05-22 18:04:00,139,353.82,60.04
834,2025-12-22 16:45:00,20,EQ-00523,Under Voltage,High,6,2025-12-22 21:41:00,296,33.95,4.03
835,2025-10-14 18:30:00,15,EQ-00403,Over Voltage,Critical,22,2025-10-15 02:06:00,456,421.43,43.53
836,2025-09-26 00:45:00,11,EQ-00289,Grid Outage,High,6,2025-09-26 02:05:00,80,280.47,27.32
837,2025-10-25 05:45:00,2,EQ-00045,Grid Outage,Low,39,2025-10-25 11:34:00,349,162.53,16.92
838,2025-04-21 17:45:00,5,EQ-00119,Transformer Overheating,High,39,2025-04-21 18:01:00,16,178.93,21.54
839,2025-04-02 15:30:00,4,EQ-00090,Transformer Overheating,Low,18,2025-04-02 21:39:00,369,277.98,39.1
840,2025-06-25 21:30:00,8,EQ-00203,Breaker Trip,Medium,59,2025-06-26 03:50:00,380,211.86,17.52
841,2025-03-19 09:00:00,16,EQ-00429,Breaker Trip,High,59,2025-03-19 09:46:00,46,122.75,16.42
842,2025-04-11 18:00:00,6,EQ-00141,Breaker Trip,Medium,52,2025-04-11 21:13:00,193,93.52,14.67
843,2025-02-01 20:45:00,3,EQ-00063,AC Fault,Low,31,2025-02-01 21:58:00,73,313.87,43.32
844,2025-03-28 04:45:00,19,EQ-00512,AC Fault,Low,10,2025-03-28 09:36:00,291,491.26,85.28
845,2025-08-05 16:30:00,4,EQ-00099,Transformer Overheating,Medium,43,2025-08-05 19:25:00,175,384.48,53.4
846,2025-12-02 13:45:00,9,EQ-00227,Transformer Overheating,High,54,2025-12-02 18:13:00,268,50.55,6.7
847,2025-11-07 11:15:00,16,EQ-00417,Communication Loss,High,34,2025-11-07 18:02:00,407,318.75,25.93
848,2025-01-29 07:30:00,4,EQ-00100,Under Voltage,Low,48,2025-01-29 08:35:00,65,69.09,6.16
849,2025-07-15 15:45:00,8,EQ-00204,AC Fault,Medium,29,2025-07-15 23:23:00,458,275.35,46.42
850,2025-06-16 08:15:00,12,EQ-00305,Breaker Trip,Medium,32,2025-06-16 14:51:00,396,55.39,4.76
851,2025-03-06 10:15:00,10,EQ-00270,Low Irradiance,Low,22,2025-03-06 16:38:00,383,429.86,37.47
852,2025-09-21 09:15:00,8,EQ-00198,Grid Outage,Low,16,2025-09-21 15:42:00,387,79.77,7.34
853,2025-06-01 03:30:00,10,EQ-00249,Low Irradiance,Low,42,2025-06-01 10:51:00,441,276.8,39.48
854,2025-10-03 13:30:00,2,EQ-00054,Over Voltage,Low,9,2025-10-03 18:19:00,289,161.78,22.82
855,2025-08-21 17:45:00,13,EQ-00346,Grid Outage,Low,15,2025-08-21 21:37:00,232,105.34,11.25
856,2025-05-19 00:15:00,6,EQ-00142,Low Irradiance,Low,5,2025-05-19 06:16:00,361,380.23,48.41
857,2025-01-25 07:15:00,6,EQ-00139,Communication Loss,Low,10,2025-01-25 07:36:00,21,480.01,49.89
858,2025-05-20 21:45:00,19,EQ-00510,Grid Outage,Low,57,2025-05-21 00:33:00,168,49.33,5.82
859,2025-08-09 16:15:00,17,EQ-00457,Low Irradiance,Low,43,2025-08-09 21:51:00,336,474.57,60.6
860,2025-10-31 16:30:00,11,EQ-00272,Low Irradiance,Medium,20,2025-10-31 22:32:00,362,494.36,66.67
861,2025-02-06 17:15:00,19,EQ-00494,Low Irradiance,Low,7,2025-02-06 22:51:00,336,304.51,48.3
862,2025-07-17 19:00:00,2,EQ-00046,Low Irradiance,High,51,2025-07-17 22:34:00,214,237.55,41.08
863,2025-05-23 16:15:00,15,EQ-00380,Low Irradiance,Medium,27,2025-05-23 19:14:00,179,413.21,51.47
864,2025-09-01 10:15:00,11,EQ-00297,Communication Loss,Medium,41,2025-09-01 14:44:00,269,383.04,40.19
865,2025-04-26 06:30:00,2,EQ-00042,Breaker Trip,High,8,2025-04-26 14:12:00,462,223.35,18.64
866,2025-10-25 00:30:00,19,EQ-00489,Low Irradiance,Medium,35,2025-10-25 06:49:00,379,67.75,9.56
867,2025-02-18 04:30:00,2,EQ-00043,Transformer Overheating,Medium,23,2025-02-18 09:46:00,316,28.28,4.72
868,2025-09-10 20:00:00,1,EQ-00009,Breaker Trip,High,33,2025-09-10 22:13:00,133,249.75,30.19
869,2025-10-15 08:45:00,10,EQ-00254,AC Fault,High,19,2025-10-15 10:29:00,104,279.26,43.26
870,2025-12-17 09:45:00,8,EQ-00207,Over Voltage,Medium,53,2025-12-17 11:50:00,125,375.15,49.85
871,2025-02-27 18:00:00,18,EQ-00462,Inverter Failure,High,44,2025-02-28 00:08:00,368,118.68,20.05
872,2025-07-03 21:15:00,2,EQ-00033,DC Fault,Low,14,2025-07-03 21:47:00,32,465.51,80.75
873,2025-06-25 07:30:00,16,EQ-00406,Grid Outage,High,33,2025-06-25 09:48:00,138,403.95,70.63
874,2025-12-08 03:00:00,13,EQ-00345,Transformer Overheating,Low,21,2025-12-08 04:55:00,115,166.54,28.28
875,2025-11-28 01:00:00,18,EQ-00476,Grid Outage,High,20,2025-11-28 02:57:00,117,60.64,6.27
876,2025-09-17 21:30:00,10,EQ-00261,Over Voltage,Medium,23,2025-09-18 03:30:00,360,86.31,8.25
877,2025-05-07 15:15:00,17,EQ-00436,Under Voltage,Medium,31,2025-05-07 16:52:00,97,37.93,3.54
878,2025-05-28 23:00:00,6,EQ-00162,Under Voltage,High,39,2025-05-29 01:22:00,142,221.64,27.51
879,2025-08-22 11:00:00,6,EQ-00152,Over Voltage,High,7,2025-08-22 15:37:00,277,211.64,25.2
880,2025-08-07 19:30:00,5,EQ-00109,Over Voltage,Medium,27,2025-08-07 20:56:00,86,363.38,64.54
881,2025-03-06 12:45:00,15,EQ-00389,Breaker Trip,Low,53,2025-03-06 18:30:00,345,115.75,14.5
882,2025-01-11 16:45:00,14,EQ-00378,Communication Loss,Low,33,2025-01-11 20:07:00,202,189.87,31.04
883,2025-07-04 09:00:00,5,EQ-00114,Low Irradiance,High,26,2025-07-04 12:31:00,211,115.12,12.63
884,2025-05-04 20:15:00,17,EQ-00434,Grid Outage,Low,44,2025-05-04 21:53:00,98,147.89,17.92
885,2025-01-01 22:15:00,4,EQ-00105,Low Irradiance,Low,11,2025-01-01 23:29:00,74,153.23,23.08
886,2025-11-05 21:45:00,12,EQ-00308,DC Fault,Low,57,2025-11-05 23:17:00,92,89.47,9.41
887,2025-12-24 17:00:00,19,EQ-00493,Communication Loss,Low,25,2025-12-24 20:40:00,220,83.05,14.58
888,2025-04-08 16:00:00,9,EQ-00237,Transformer Overheating,High,22,2025-04-08 22:04:00,364,315.56,31.04
